[2025-04-10 00:45:55,823] INFO | Watching for file changes with StatReloader
[2025-04-10 00:49:35,801] INFO | Watching for file changes with StatReloader
[2025-04-10 00:49:38,976] INFO | Début de requête: {"method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:49:39,023] INFO | Fin de requête: {"status_code": 200, "duration": "0.0528 secondes", "method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:49:39,025] INFO | "GET / HTTP/1.1" 200 4680
[2025-04-10 00:49:39,283] INFO | "GET /static/style/style.css HTTP/1.1" 200 1658
[2025-04-10 00:52:02,877] INFO | Début de requête: {"method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:02,893] INFO | Fin de requête: {"status_code": 200, "duration": "0.0292 secondes", "method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:02,895] INFO | "GET / HTTP/1.1" 200 4680
[2025-04-10 00:52:03,315] INFO | Début de requête: {"method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:03,337] INFO | Fin de requête: {"status_code": 200, "duration": "0.0228 secondes", "method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:03,343] INFO | "GET / HTTP/1.1" 200 4680
[2025-04-10 00:52:03,546] INFO | Début de requête: {"method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:03,554] INFO | Fin de requête: {"status_code": 200, "duration": "0.0181 secondes", "method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:03,559] INFO | "GET / HTTP/1.1" 200 4680
[2025-04-10 00:52:04,879] INFO | Début de requête: {"method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:04,879] INFO | Fin de requête: {"status_code": 200, "duration": "0.0030 secondes", "method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:04,879] INFO | "GET / HTTP/1.1" 200 4680
[2025-04-10 00:52:06,311] INFO | Début de requête: {"method": "GET", "path": "/follow-users/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,360] INFO | Fin de requête: {"status_code": 200, "duration": "0.0648 secondes", "method": "GET", "path": "/follow-users/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,362] INFO | "GET /follow-users/ HTTP/1.1" 200 6438
[2025-04-10 00:52:06,494] INFO | Début de requête: {"method": "GET", "path": "/media/profile_photos/photo22.jpg", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,500] INFO | Fin de requête: {"status_code": 304, "duration": "0.0239 secondes", "method": "GET", "path": "/media/profile_photos/photo22.jpg", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,500] INFO | Début de requête: {"method": "GET", "path": "/media/profile_photos/bc1afecf439b99c0829e62141c5767d5_y2yBZ8W.jpg", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,507] INFO | "GET /media/profile_photos/photo22.jpg HTTP/1.1" 304 0
[2025-04-10 00:52:06,507] INFO | Fin de requête: {"status_code": 200, "duration": "0.0244 secondes", "method": "GET", "path": "/media/profile_photos/bc1afecf439b99c0829e62141c5767d5_y2yBZ8W.jpg", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,514] INFO | "GET /media/profile_photos/bc1afecf439b99c0829e62141c5767d5_y2yBZ8W.jpg HTTP/1.1" 200 23464
[2025-04-10 00:52:06,547] INFO | Début de requête: {"method": "GET", "path": "/media/profile_photos/unnamed.jpg", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,551] INFO | Début de requête: {"method": "GET", "path": "/media/profile_photos/bc1afecf439b99c0829e62141c5767d5_1bRN52M.jpg", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,551] INFO | Fin de requête: {"status_code": 304, "duration": "0.0108 secondes", "method": "GET", "path": "/media/profile_photos/unnamed.jpg", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,553] INFO | "GET /media/profile_photos/unnamed.jpg HTTP/1.1" 304 0
[2025-04-10 00:52:06,553] INFO | Fin de requête: {"status_code": 200, "duration": "0.0128 secondes", "method": "GET", "path": "/media/profile_photos/bc1afecf439b99c0829e62141c5767d5_1bRN52M.jpg", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:06,553] INFO | "GET /media/profile_photos/bc1afecf439b99c0829e62141c5767d5_1bRN52M.jpg HTTP/1.1" 200 23464
[2025-04-10 00:52:09,161] INFO | Début de requête: {"method": "POST", "path": "/follow-users/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:09,224] INFO | Fin de requête: {"status_code": 302, "duration": "0.0734 secondes", "method": "POST", "path": "/follow-users/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:09,226] INFO | "POST /follow-users/ HTTP/1.1" 302 0
[2025-04-10 00:52:09,255] INFO | Début de requête: {"method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:09,264] INFO | Fin de requête: {"status_code": 200, "duration": "0.0183 secondes", "method": "GET", "path": "/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:09,265] INFO | "GET / HTTP/1.1" 200 4680
[2025-04-10 00:52:12,620] INFO | Début de requête: {"method": "GET", "path": "/blog/create", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:12,683] INFO | Fin de requête: {"status_code": 200, "duration": "0.0751 secondes", "method": "GET", "path": "/blog/create", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:12,684] INFO | "GET /blog/create HTTP/1.1" 200 4095
[2025-04-10 00:52:44,706] INFO | Début de requête: {"method": "GET", "path": "/photo/upload/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:44,722] INFO | Fin de requête: {"status_code": 200, "duration": "0.0210 secondes", "method": "GET", "path": "/photo/upload/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:52:44,723] INFO | "GET /photo/upload/ HTTP/1.1" 200 3804
[2025-04-10 00:53:04,600] INFO | Début de requête: {"method": "POST", "path": "/photo/upload/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:53:04,804] INFO | Fin de requête: {"status_code": 302, "duration": "0.2155 secondes", "method": "POST", "path": "/photo/upload/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:53:04,805] INFO | "POST /photo/upload/ HTTP/1.1" 302 0
[2025-04-10 00:53:04,814] INFO | Début de requête: {"method": "GET", "path": "/photo-feed/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:53:04,828] INFO | Fin de requête: {"status_code": 200, "duration": "0.0170 secondes", "method": "GET", "path": "/photo-feed/", "user": "Madou", "ip_address": "127.0.0.1"}
[2025-04-10 00:53:04,828] INFO | "GET /photo-feed/ HTTP/1.1" 200 3774
